,smiles,CircularFingerprint
4016,CC(C)(CO)S(C)(=O)=O,[0. 0. 0. ... 0. 0. 0.]
4017,Clc1ccc2ccccc2c1,[0. 0. 0. ... 0. 0. 0.]
4018,CN(C)C(=O)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
4019,CS(=O)C(C)(C)C(N)=O,[0. 0. 0. ... 0. 0. 0.]
4020,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3s2)cc1,[0. 1. 0. ... 0. 0. 0.]
4021,O=C(Nc1cccc(Cl)c1)OCC#CCOC(=O)Nc1cccc(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
4022,CC(=O)C=Cc1ccc2c(c1)OCO2,[0. 0. 0. ... 0. 0. 0.]
4023,CC(C)(C(=O)O)S(C)(=O)=O,[0. 0. 0. ... 0. 0. 0.]
4024,CCN(CCO)c1cccc(C)c1,[0. 0. 0. ... 0. 0. 0.]
4025,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,[0. 1. 0. ... 0. 0. 0.]
4026,Cc1cccc(N(CCO)CCO)c1,[0. 0. 0. ... 0. 0. 0.]
4027,CCC(O)CCO,[0. 1. 0. ... 0. 0. 0.]
4028,N=C(NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
4029,Clc1cccc(Cl)c1Nc1ncccn1,[0. 0. 0. ... 0. 0. 0.]
4030,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,[0. 0. 0. ... 0. 0. 0.]
4031,CN(C)C(=O)ON=C(C#N)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4032,COc1ccc2c(c1OC)C13CCN(C)C(C2)C1(O)CCC(O)C3,[0. 0. 0. ... 0. 0. 0.]
4033,OCCN(CCO)c1cccc(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
4034,c1ccc(-c2cccc(-c3ccccc3)c2)cc1,[0. 0. 0. ... 0. 0. 0.]
4035,CCC1NC(=O)c2ccccc2O1,[0. 0. 0. ... 0. 0. 0.]
4036,ClC(=NNc1c(Cl)cc(Cl)cc1Cl)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4037,CN(C)CCCO,[0. 0. 0. ... 0. 0. 0.]
4038,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C,[0. 0. 0. ... 0. 0. 0.]
4039,CCCCc1ccccc1O,[0. 0. 0. ... 0. 0. 0.]
4040,CCCCCCCOCCOCCO,[0. 0. 0. ... 0. 0. 0.]
4041,CCN(CCNS(C)(=O)=O)c1ccc(N)c(C)c1,[0. 0. 0. ... 0. 0. 0.]
4042,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,[0. 1. 0. ... 0. 0. 0.]
4043,ClC1=C(Cl)C2(Cl)C3C(Br)C=CC3C1(Cl)C2(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
4044,CNC(=O)ON=C1SCC(=O)NC1(C)C,[0. 0. 0. ... 0. 0. 0.]
4045,COc1ccccc1NC(=O)CC(C)=O,[0. 0. 0. ... 0. 0. 0.]
4046,ClC1=C(Cl)C2(Cl)C3C4OC(C5OC54)C3C1(Cl)C2(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
4047,CNC(=O)ON=C1SC(C)C(=O)NC1(C)C,[0. 0. 0. ... 0. 0. 0.]
4048,CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC,[0. 0. 0. ... 0. 0. 0.]
4049,COc1ccccc1NC(=O)CC(=O)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4050,CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
4051,Cc1cccnc1-n1c(C)nc2ccccc2c1=O,[0. 0. 0. ... 0. 0. 0.]
4052,CCN(CCCl)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4053,CNC(=O)ON=C1SCC(=O)NC1C,[0. 0. 0. ... 0. 0. 0.]
4054,c1coc(OCC2CO2)c1,[0. 0. 0. ... 0. 0. 0.]
4055,CC1C(=NOC(=O)N(C)SC(Cl)(Cl)Cl)SCC(=O)N1C,[0. 0. 0. ... 0. 0. 0.]
4056,CCN(CCO)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4057,ClCC1CS1,[0. 0. 0. ... 0. 0. 0.]
4058,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,[0. 0. 0. ... 0. 0. 0.]
4059,CCCCCCc1ccccc1O,[0. 0. 0. ... 0. 0. 0.]
4060,O=P(OCCCCl)(OCCCCl)OCCCCl,[0. 0. 0. ... 0. 0. 0.]
4061,COc1cc2ccc(=O)oc2cc1O,[0. 0. 0. ... 0. 0. 0.]
4062,N#CC(Br)Br,[0. 1. 0. ... 0. 0. 0.]
4063,CC(C)C1C=C2CCC3C(C)(CO)CCCC3(C)C2CC1,[0. 1. 0. ... 0. 0. 0.]
4064,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,[0. 0. 0. ... 0. 0. 0.]
4065,N#CCCN(CCO)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4066,CC(C)C(C(=O)OC(C#N)c1ccc(Oc2ccccc2)cc1)c1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
4067,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O,[0. 0. 1. ... 0. 0. 0.]
4068,CCCC(C)(C)O,[0. 0. 0. ... 0. 0. 0.]
4069,O=C(O)c1cc2ccccc2cc1O,[0. 0. 0. ... 0. 0. 0.]
4070,c1ccc2c(c1)Cc1ccccc1N2,[0. 0. 0. ... 0. 0. 0.]
4071,CNC(=O)ON=CC1(C)SCCS1,[0. 0. 0. ... 0. 0. 0.]
4072,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OC,[0. 0. 0. ... 0. 0. 0.]
4073,Oc1ccc(-c2ccccc2)cc1CN1CCCC1,[0. 0. 0. ... 0. 0. 0.]
4074,Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,[0. 0. 0. ... 0. 0. 0.]
4075,COc1ccc(-c2ccccc2)cc1CN1CCCC1,[0. 0. 0. ... 0. 0. 0.]
4076,CC=Cc1ccc(OC)c(OC)c1,[0. 0. 0. ... 0. 0. 0.]
4077,O=C(O)C(Cl)(Cl)CCl,[0. 0. 0. ... 0. 0. 0.]
4078,CC(C)Cc1ccc2ccccc2n1,[0. 1. 0. ... 0. 0. 0.]
4079,CCOP(=O)(OCC)Oc1ccc(Cl)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
4080,O=C1C(Cc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4081,Oc1ccc(-c2ccccc2)cc1CN1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
4082,CC(C)=C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,[0. 0. 0. ... 0. 0. 0.]
4083,CCN(CC)Cc1cc(-c2ccccc2)ccc1O,[0. 0. 0. ... 0. 0. 0.]
4084,CCOC(=O)C1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
4085,Oc1ccc(Nc2ccc3ccccc3c2)cc1,[0. 0. 0. ... 0. 0. 0.]
4086,CCC(C)=C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,[0. 0. 0. ... 0. 0. 0.]
4087,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,[0. 0. 0. ... 0. 0. 0.]
4088,CCOc1ccc(-c2ccccc2)cc1CN1CCCC1,[0. 0. 0. ... 0. 0. 0.]
4089,COc1cc(C)ccc1O,[0. 0. 0. ... 0. 0. 0.]
4090,CC(=O)CC(=O)Nc1ccccc1C,[0. 0. 0. ... 0. 0. 0.]
4091,Cc1cc(Cl)ccc1OCC(=O)OCCCCCC(C)C,[0. 1. 0. ... 0. 0. 0.]
4092,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,[0. 1. 0. ... 0. 0. 0.]
4093,COP(=S)(Oc1ccc([N+](=O)[O-])c(C)c1)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
4094,CC(C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,[0. 1. 0. ... 0. 0. 0.]
4095,CC(C)CCCCCCCOP(Oc1ccccc1)Oc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
4096,Cc1ccccc1NC(=N)NC(=N)N,[0. 0. 0. ... 0. 0. 0.]
4097,COP(=O)(OC)Sc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
4098,BrCC(Br)C1CCC(Br)C(Br)C1,[0. 1. 0. ... 0. 0. 0.]
4099,CC(=O)CC(=O)Nc1ccccc1Cl,[0. 0. 0. ... 0. 0. 0.]
4100,CCCCCCCCCC=CCC1CC(=O)OC1=O,[0. 0. 0. ... 0. 0. 0.]
4101,CNC(=O)Sc1ccc(OS(C)(=O)=O)cc1,[0. 0. 0. ... 0. 0. 0.]
4102,Cc1cc(-c2ccccc2)[nH]n1,[0. 0. 0. ... 0. 0. 0.]
4103,CCOP(=S)(OCC)N(SN(C)C(=O)ON=C(C)SC)C(C)C,[0. 1. 0. ... 0. 0. 0.]
4104,C=CCN(CC=C)C(=O)CCl,[0. 0. 0. ... 0. 0. 0.]
4105,O=C1c2ccccc2-c2ccc3c4c(O)c(O)c5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,[0. 1. 0. ... 0. 0. 0.]
4106,CC(C(O)c1ccccc1)N(C)CCC#N,[0. 1. 0. ... 0. 0. 0.]
4107,CCOP(=O)(OCC)Oc1cc(C)oc(=O)c1,[0. 0. 0. ... 0. 0. 0.]
4108,Clc1ccc(N=Nc2ccc(NCCCN3CCCCC3)c3c2CCCC3)cc1,[0. 0. 1. ... 0. 0. 0.]
4109,S=c1sc2nc3ccccc3nc2s1,[0. 0. 0. ... 0. 0. 0.]
4110,CC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl,[0. 1. 0. ... 0. 0. 0.]
4111,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,[0. 0. 0. ... 0. 0. 0.]
4112,CCC(COc1ccc(C(C)(C)C)cc1)OS(=O)Oc1ccccc1C,[0. 1. 0. ... 0. 0. 0.]
4113,C#CCN1CCC2=C(C1)c1c(O)cc(C(C)C(C)CCCCC)cc1OC2(C)C,[0. 1. 0. ... 0. 0. 0.]
4114,CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,[0. 0. 0. ... 0. 0. 0.]
4115,ClCNc1cc(Cl)ccc1Oc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
4116,CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
4117,NC1CCCC(N)C1,[0. 0. 0. ... 0. 0. 0.]
4118,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,[0. 0. 0. ... 0. 0. 0.]
4119,CCCCO[Si](OCCCC)(OCCCC)N(C)C1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
4120,CN(CCO)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4121,OC1CC2CC1C1CC=CC21,[0. 0. 0. ... 0. 0. 0.]
4122,C=CS(=O)(=O)COCS(=O)(=O)C=C,[0. 0. 0. ... 0. 0. 0.]
4123,CC(C)c1noc2nc(C(C)(C)C)ncc12,[0. 1. 0. ... 0. 0. 0.]
4124,CCOC(=O)c1ccc(N)cc1,[0. 0. 0. ... 0. 0. 0.]
4125,OCCOCCOCCOCCOCCOCCOCCOCCOCCO,[0. 0. 0. ... 0. 0. 0.]
4126,CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C,[0. 0. 0. ... 0. 0. 0.]
4127,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,[0. 1. 1. ... 0. 0. 0.]
4128,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,[0. 0. 0. ... 0. 0. 0.]
4129,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,[0. 1. 0. ... 0. 0. 0.]
4130,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,[0. 1. 0. ... 0. 0. 0.]
4131,CCC(C)NC(=S)C(=S)NC(C)CC,[0. 1. 0. ... 0. 0. 0.]
4132,CCOC(=O)c1ccc(OC)cc1,[0. 0. 0. ... 0. 0. 0.]
4133,FC(F)(F)c1nc2c(Br)c(Br)cc(Br)c2[nH]1,[0. 0. 0. ... 0. 0. 0.]
4134,CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,[0. 0. 0. ... 0. 0. 0.]
4135,O=C(OCCOc1ccc(Cl)cc1Cl)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4136,COC(=O)CCBr,[0. 0. 0. ... 0. 0. 0.]
4137,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4138,CCCCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
4139,COc1ccc2c(c1)c(CC(=O)Oc1cccc(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
4140,N=C1C=C(Br)C(=O)c2c(N)cc(Br)c(O)c21,[0. 0. 0. ... 0. 0. 0.]
4141,O=Cc1ccc(O)cc1O,[0. 0. 0. ... 0. 0. 0.]
4142,CCN(N=O)C(C)(C)C,[1. 0. 0. ... 0. 0. 0.]
4143,COc1ccc2c(c1)c(CC(=O)Oc1cccc(C)c1)c(C)n2C(=O)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
4144,OC1(c2ccc(F)cc2)c2ccccc2C2=NCCN21,[0. 0. 0. ... 0. 0. 0.]
4145,CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,[0. 1. 0. ... 0. 0. 0.]
4146,O=C1c2ccccc2-c2c([N+](=O)[O-])cc3c4cc([N+](=O)[O-])c5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,[0. 1. 0. ... 1. 0. 0.]
4147,O=C(O)c1c(Cl)ccc(Cl)c1O,[0. 0. 0. ... 0. 0. 0.]
4148,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,[0. 1. 0. ... 0. 0. 0.]
4149,CC(Cc1ccccc1)N(C)C(=O)Cn1nc(-c2ccccc2)ccc1=O,[0. 1. 0. ... 0. 0. 0.]
4150,CCC(C)OP(=S)(OC)OC,[0. 1. 0. ... 0. 0. 0.]
4151,FC(F)(F)c1cccc(OCC2CNC(=S)O2)c1,[0. 0. 0. ... 0. 0. 0.]
4152,c1ccc2[nH]nnc2c1,[0. 0. 0. ... 0. 1. 0.]
4153,c1nnc(NCNc2nncs2)s1,[0. 0. 0. ... 0. 0. 0.]
4154,CC(C)N(Sc1nc2ccccc2s1)C(C)C,[0. 1. 0. ... 0. 0. 0.]
4155,CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,[0. 0. 0. ... 0. 0. 0.]
4156,ClC(Cl)=C1C(Cl)(Cl)C(Cl)=C(Cl)C1(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
4157,c1ccc2sc(SNC3CCCCC3)nc2c1,[0. 0. 1. ... 0. 0. 0.]
4158,Cc1ccc(S(=O)(=O)NC(=O)NC2C3CCC(C)(C2O)C3(C)C)cc1,[0. 0. 0. ... 0. 0. 0.]
4159,CCCC(=O)OCN(C)N=O,[0. 0. 0. ... 0. 0. 0.]
4160,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,[0. 0. 0. ... 0. 0. 0.]
4161,C=CC(=O)OCC1CC2C=CC1C2,[0. 0. 0. ... 0. 0. 0.]
4162,CC(C)CCCCCc1ccc(O)cc1,[0. 1. 0. ... 0. 0. 0.]
4163,CCC(C)(C)OO,[0. 0. 0. ... 0. 0. 0.]
4164,CC(C(=O)O)c1ccc2c(c1)C(=O)Cc1ccccc1O2,[0. 1. 0. ... 0. 0. 0.]
4165,Cc1ccccc1Cl,[0. 0. 0. ... 0. 0. 0.]
4166,ClP(Cl)Oc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4167,FC(F)(F)c1nnc2c3ccccc3ccn12,[0. 0. 0. ... 0. 0. 0.]
4168,CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,[0. 0. 0. ... 0. 0. 0.]
4169,COc1ccc2c(c1)c(CC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
4170,Oc1ccccc1Cl,[0. 0. 0. ... 0. 0. 0.]
4171,O=C1CCCN1CCO,[0. 0. 0. ... 0. 0. 0.]
4172,CC(C(=O)O)c1cccc2c(-c3ccccc3)coc12,[0. 1. 0. ... 0. 0. 0.]
4173,CC(C)c1ccc(C(C)(C)O)cc1,[0. 1. 0. ... 0. 0. 0.]
4174,C=CCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
4175,Nc1ccc(Cl)c(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
4176,CC(C)Nc1nc(NC(C)C)nc(N(C)C#N)n1,[0. 1. 0. ... 0. 0. 0.]
4177,CCCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
4178,O=C1C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
4179,OCC(Br)CBr,[0. 1. 0. ... 0. 0. 0.]
4180,CC(=NNC(=O)c1ccncc1)c1ccco1,[0. 0. 0. ... 0. 0. 0.]
4181,CCC(C)=NO,[0. 0. 0. ... 0. 0. 0.]
4182,CCCC=CC(OCC)OCC,[0. 1. 0. ... 0. 0. 0.]
4183,OC1(c2ccccc2)c2cc(F)ccc2C2=NCCN21,[0. 0. 0. ... 0. 0. 0.]
4184,CC(=O)C=CC1C(C)C=C(C)CC1C,[0. 0. 0. ... 0. 0. 0.]
4185,ClC1C=CCC1,[0. 0. 0. ... 0. 0. 0.]
4186,CC=CC(C)OC,[0. 1. 0. ... 0. 0. 0.]
4187,[O-][n+]1onc2c1c1no[n+]([O-])c1c1no[n+]([O-])c21,[0. 0. 0. ... 0. 0. 0.]
4188,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,[0. 1. 0. ... 0. 0. 0.]
4189,C#CCOS(=O)OC(CC)COc1ccc(C(C)(C)CC)cc1,[0. 1. 0. ... 0. 0. 0.]
4190,CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,[0. 0. 0. ... 0. 0. 0.]
4191,S=C1NCCN1,[0. 0. 0. ... 0. 0. 0.]
4192,C=CCCCC=CCOC(C)=O,[0. 0. 0. ... 0. 0. 0.]
4193,CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,[0. 1. 0. ... 0. 0. 0.]
4194,CCCc1c(O)cccc1O,[0. 0. 0. ... 0. 0. 0.]
4195,S=C1NCCS1,[0. 0. 0. ... 0. 0. 0.]
4196,CC(OP(C)(=O)F)C(C)(C)C,[0. 1. 0. ... 0. 0. 0.]
4197,CCCCCCCCCCCCc1ccccc1O,[0. 0. 0. ... 0. 0. 0.]
4198,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,[0. 0. 0. ... 0. 0. 0.]
4199,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,[0. 0. 0. ... 0. 0. 0.]
4200,Cc1cc(Sc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,[0. 0. 0. ... 0. 0. 0.]
4201,CCCC(N(C)C)N(C)C,[0. 1. 0. ... 0. 0. 0.]
4202,ClC1=C(Cl)C2(Cl)C(C(Cl)Cl)CC1(Cl)C2(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
4203,CN(C)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(C)C)cc2)cc1,[0. 0. 0. ... 0. 0. 0.]
4204,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,[0. 0. 0. ... 0. 0. 0.]
4205,CCCCCCCCCCCCCCO,[0. 0. 0. ... 0. 0. 0.]
4206,CCN(CC)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(CC)CC)cc2)cc1,[0. 0. 0. ... 0. 0. 1.]
4207,O=S(=O)(Cl)CCl,[0. 0. 0. ... 0. 0. 0.]
4208,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,[0. 1. 0. ... 0. 0. 0.]
4209,CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
4210,COc1cccc(C2(O)CCCCC2CN(C)C)c1,[0. 0. 0. ... 0. 0. 0.]
4211,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,[0. 1. 0. ... 0. 0. 0.]
4212,CC(C)OC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
4213,CCSC(C)CC=O,[0. 1. 0. ... 0. 0. 0.]
4214,COc1ccc(C(=O)CCC(=O)O)c2ccccc12,[0. 0. 0. ... 0. 0. 0.]
4215,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],[0. 0. 0. ... 0. 0. 0.]
4216,CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C,[0. 0. 0. ... 0. 0. 0.]
4217,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,[0. 0. 0. ... 0. 0. 0.]
4218,COc1ccc(S(=O)(=O)Nc2nnc(C(C)(C)C)s2)cc1,[0. 0. 0. ... 0. 0. 0.]
4219,COc1ccc2c(c1)c(CC(=O)Oc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
4220,C#CCc1cc(COC(=O)C2C(C=C(C)C)C2(C)C)c(C)o1,[0. 0. 0. ... 0. 0. 0.]
4221,CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,[0. 0. 0. ... 1. 0. 0.]
4222,Nc1ccc2c(c1)C(=O)NC(CCCl)O2,[0. 0. 0. ... 0. 0. 0.]
4223,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,[0. 0. 0. ... 0. 0. 0.]
4224,CC(=O)CC(=O)Nc1ccc(C)cc1C,[0. 0. 0. ... 0. 0. 0.]
4225,CC(C)CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC(C)C,[0. 1. 0. ... 0. 0. 0.]
4226,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)n1,[0. 1. 0. ... 0. 0. 0.]
4227,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,[0. 0. 0. ... 0. 0. 0.]
4228,CC1CC=CCC1COC(=O)CCCCC(=O)OCC1CC=CCC1C,[0. 0. 0. ... 0. 0. 0.]
4229,CCOP(=O)(OC=C(Cl)Cl)OCCCl,[0. 0. 0. ... 0. 0. 0.]
4230,CCOC(=O)C1C(C=C(C)C)C1(C)C,[0. 0. 0. ... 0. 0. 0.]
4231,CCOC(=O)CCC1(CCC(=O)OCC)c2ccccc2-c2ccccc21,[0. 0. 0. ... 0. 0. 0.]
4232,CCCCCCCCS(=O)CCCCl,[0. 0. 0. ... 0. 0. 0.]
4233,CCN1CCCC1CNS(=O)(=O)c1cc(Cl)c(N)cc1OC,[0. 0. 0. ... 0. 0. 0.]
4234,ClC1=C(Cl)C2(Cl)C3C4OC4(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
4235,O=Cc1cc([N+](=O)[O-])ccc1O,[0. 0. 0. ... 0. 0. 0.]
4236,CC(=O)C(Cl)C(=O)OC(C)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
4237,CC=CC=CCOCCC#N,[0. 0. 0. ... 0. 0. 0.]
4238,CC1(NC(N)=O)CCCC1,[0. 0. 0. ... 0. 0. 0.]
4239,COc1cc([N+](=O)[O-])ccc1N,[0. 0. 0. ... 0. 0. 0.]
4240,CC(c1ccccc1)N(C)N=O,[0. 1. 0. ... 0. 0. 0.]
4241,CCCCNCC1COc2cccc(OCC)c2O1,[0. 0. 0. ... 0. 0. 0.]
4242,CCOC(=O)C(C)O,[0. 1. 0. ... 0. 0. 0.]
4243,COc1cc(OC)cc(OCCO)c1,[0. 0. 0. ... 0. 0. 0.]
4244,CN(C)C(=S)SC(=S)N(C)C,[0. 0. 0. ... 0. 0. 0.]
4245,CN(N=O)C(C)(C)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
4246,COc1cc(OC)cc(OCC(O)CO)c1,[0. 1. 0. ... 0. 0. 0.]
4247,CS(=O)(=O)c1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
4248,C=CCSC1=NCCS1,[0. 0. 0. ... 0. 0. 0.]
4249,CC(C)COC(=O)C(C)C,[0. 1. 0. ... 0. 0. 0.]
4250,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,[0. 0. 0. ... 0. 0. 0.]
4251,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,[0. 0. 0. ... 0. 0. 0.]
4252,C=C(C)C(=O)OCCOC(=O)C(=C)C,[0. 0. 0. ... 0. 0. 0.]
4253,Cc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,[0. 1. 0. ... 0. 0. 0.]
4254,C#CCOP(=O)(OCC(C)C)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
4255,CN1Cc2ccccc2C(=O)c2cc(CC(=O)O)ccc21,[0. 0. 0. ... 0. 0. 0.]
4256,ClCC=C(Cl)C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
4257,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CN2,[0. 0. 0. ... 0. 0. 0.]
